id;gender;age;previously_insured;vehicle_age;vehicle_damage;annual_premium;vintage;response
19650;male;39;no;2;yes;40628;233;interested
19651;male;77;yes;2;no;40004;100;not-interested
19652;female;23;yes;1;no;35794;182;not-interested
19653;female;29;yes;1;no;31947;203;not-interested
19654;female;24;yes;1;no;35184;13;not-interested
19655;male;24;yes;1;no;27548;99;not-interested
19656;female;33;no;2;yes;2630;246;not-interested
19657;male;41;no;2;yes;2630;64;not-interested
19658;female;40;no;2;no;23832;100;not-interested
19659;male;51;no;2;yes;53718;253;interested
19660;female;31;yes;1;no;2630;179;not-interested
19661;female;40;no;2;yes;28984;196;not-interested
19662;female;33;yes;2;no;2630;149;not-interested
19663;male;25;yes;1;no;31903;99;not-interested
19664;female;24;yes;1;no;34706;160;not-interested
19665;male;30;yes;1;no;34790;95;not-interested
19666;female;62;no;2;yes;2630;147;not-interested
19667;female;29;yes;1;no;26337;253;not-interested
19668;male;78;yes;2;no;31875;206;not-interested
19669;female;25;no;1;yes;28605;128;not-interested
19670;female;54;yes;2;no;60110;37;not-interested
19671;male;43;no;2;yes;26611;246;not-interested
19672;male;38;no;2;yes;48169;174;not-interested
19673;male;73;yes;2;yes;31526;273;not-interested
19674;female;22;no;2;yes;32344;29;not-interested
19675;female;47;no;2;yes;2630;54;not-interested
19676;female;50;no;3;yes;43900;141;not-interested
19677;male;49;no;2;no;31226;206;not-interested
19678;female;39;no;2;yes;44792;151;not-interested
19679;male;23;no;1;yes;36876;96;not-interested
19680;female;35;yes;2;no;55869;23;not-interested
19681;female;24;no;1;no;34044;143;not-interested
19682;female;51;no;2;yes;32695;28;interested
19683;male;50;yes;2;no;30846;56;not-interested
19684;female;32;no;2;yes;59158;151;interested
19685;male;23;no;1;yes;2630;59;not-interested
19686;female;24;yes;1;no;36484;129;not-interested
19687;male;62;no;2;yes;26435;98;not-interested
19688;male;54;no;2;yes;38173;123;not-interested
19689;male;22;yes;1;no;40723;257;not-interested
19690;male;79;no;3;yes;2630;39;not-interested
19691;male;25;yes;1;no;28144;32;not-interested
19692;male;27;yes;1;no;27749;143;not-interested
19693;male;53;no;2;yes;51441;160;interested
19694;male;47;no;2;yes;30691;249;not-interested
19695;male;30;no;1;yes;2630;115;not-interested
19696;female;26;no;1;no;2630;77;not-interested
19697;female;68;yes;2;no;32188;68;not-interested
19698;male;24;yes;1;no;33265;55;not-interested
19699;female;23;yes;1;no;32334;244;not-interested
19700;female;37;no;2;yes;2630;260;not-interested
19701;female;21;yes;1;no;49705;195;not-interested
19702;female;25;yes;1;no;2630;230;not-interested
19703;female;42;no;2;yes;29631;232;not-interested
19704;male;23;yes;1;no;32735;195;not-interested
19705;female;21;no;1;no;40202;91;not-interested
19706;female;28;yes;1;no;34949;170;not-interested
19707;female;24;yes;1;no;2630;44;not-interested
19708;female;28;yes;1;no;49860;243;not-interested
19709;male;24;yes;1;no;49362;64;not-interested
19710;female;40;no;2;yes;30610;108;interested
19711;male;56;no;2;yes;33927;289;not-interested
19712;female;51;yes;2;no;2630;297;not-interested
19713;male;36;no;2;yes;2630;33;not-interested
19714;male;23;yes;2;no;49930;253;not-interested
19715;female;61;no;2;yes;48100;232;not-interested
19716;female;44;no;2;yes;26944;44;not-interested
19717;female;31;no;1;yes;28028;147;not-interested
19718;female;24;yes;1;no;30763;228;not-interested
19719;male;31;yes;1;no;2630;40;not-interested
19720;female;22;no;1;yes;25108;156;not-interested
19721;male;39;yes;2;no;2630;27;not-interested
19722;male;46;yes;2;no;2630;192;not-interested
19723;female;53;no;2;yes;41096;18;interested
19724;male;27;yes;1;no;26365;187;not-interested
19725;male;26;yes;1;no;33038;182;not-interested
19726;male;20;no;1;yes;24695;288;not-interested
19727;male;51;no;2;yes;23449;128;interested
19728;female;25;no;1;yes;42468;60;not-interested
19729;male;46;no;2;yes;41109;216;not-interested
19730;female;43;no;2;yes;36703;159;not-interested
19731;male;46;no;2;yes;2630;151;not-interested
19732;female;52;no;2;yes;68800;179;not-interested
19733;female;45;yes;2;no;41013;151;not-interested
19734;female;49;no;3;yes;50008;269;not-interested
19735;female;24;yes;1;no;26208;125;not-interested
19736;female;23;yes;1;no;29650;202;not-interested
19737;male;37;no;2;yes;2630;28;not-interested
19738;female;43;yes;2;yes;28474;234;not-interested
19739;female;24;yes;1;yes;35398;244;not-interested
19740;female;57;no;2;yes;35219;217;not-interested
19741;female;32;no;1;yes;2630;151;not-interested
19742;male;43;yes;2;no;2630;86;not-interested
19743;male;23;yes;1;no;15961;79;not-interested
19744;male;33;no;1;yes;64187;113;not-interested
19745;male;74;yes;2;no;67544;211;not-interested
19746;female;34;yes;2;no;31347;160;not-interested
19747;male;56;yes;2;yes;48969;140;not-interested
19748;female;24;yes;1;no;22844;263;not-interested
19749;male;43;no;2;yes;52493;113;interested
19750;male;53;no;2;yes;37367;202;not-interested
19751;female;23;no;1;yes;2630;157;not-interested
19752;female;21;yes;1;no;38335;36;not-interested
19753;female;74;no;3;yes;2630;233;not-interested
19754;male;35;yes;2;no;53972;37;not-interested
19755;male;42;no;2;yes;2630;122;not-interested
19756;female;22;yes;1;no;40075;31;not-interested
19757;male;34;yes;2;no;43033;69;not-interested
19758;female;21;no;1;yes;40575;147;not-interested
19759;male;25;yes;1;no;26290;135;not-interested
19760;female;70;yes;2;no;24691;298;not-interested
19761;male;22;yes;1;no;28768;292;not-interested
19762;male;24;yes;1;no;29596;280;not-interested
19763;male;50;yes;2;no;27446;298;not-interested
19764;male;49;no;2;yes;25312;45;interested
19765;male;52;no;3;yes;2630;298;not-interested
19766;female;25;yes;1;no;40582;199;not-interested
19767;female;47;no;2;yes;38697;199;not-interested
19768;male;79;yes;2;no;70840;117;not-interested
19769;female;25;yes;1;no;25504;57;not-interested
19770;female;59;no;3;yes;54224;299;not-interested
19771;male;34;no;2;yes;50621;138;not-interested
19772;male;48;no;2;no;29109;201;not-interested
19773;female;69;yes;2;no;2630;79;not-interested
19774;female;45;no;2;yes;41089;11;not-interested
19775;female;22;no;1;yes;28503;275;not-interested
19776;female;26;yes;1;no;69457;161;not-interested
19777;female;26;yes;1;no;36037;230;not-interested
19778;male;22;yes;1;no;22005;25;not-interested
19779;female;21;no;1;yes;45780;64;not-interested
19780;female;24;yes;1;no;31183;110;not-interested
19781;female;78;no;2;no;20313;73;not-interested
19782;male;49;no;2;yes;29389;269;interested
19783;male;26;no;1;yes;29926;22;not-interested
19784;male;47;no;2;no;26573;112;not-interested
19785;male;61;yes;2;no;25861;185;not-interested
19786;male;59;yes;2;no;51034;251;not-interested
19787;male;64;no;2;yes;53653;43;not-interested
19788;male;28;yes;1;no;34417;52;not-interested
19789;male;46;no;2;yes;24021;199;interested
19790;female;24;no;1;yes;29713;299;interested
19791;male;80;yes;2;no;2630;42;not-interested
19792;female;38;no;2;yes;28417;289;not-interested
19793;female;27;yes;1;no;20655;48;not-interested
19794;female;65;no;3;yes;56251;161;interested
19795;male;76;no;2;yes;2630;208;not-interested
19796;female;60;no;3;yes;2630;89;not-interested
19797;male;73;no;2;no;2630;222;not-interested
19798;male;24;yes;1;no;49556;204;not-interested
19799;male;40;no;3;yes;33006;137;not-interested
19800;male;22;no;1;yes;31236;124;not-interested
19801;female;49;yes;2;no;33967;31;not-interested
19802;female;28;no;1;yes;27606;233;interested
19803;female;49;no;2;no;30654;20;not-interested
19804;male;25;yes;1;no;33459;122;not-interested
19805;male;52;no;2;yes;41783;282;interested
19806;male;50;no;2;yes;44182;74;not-interested
19807;female;23;yes;1;no;53878;164;not-interested
19808;male;38;yes;2;no;25560;219;not-interested
19809;female;44;no;2;yes;35540;277;not-interested
19810;female;60;no;2;yes;63268;122;not-interested
19811;female;45;yes;2;no;36673;268;not-interested
19812;female;44;no;2;yes;2630;68;not-interested
19813;male;42;no;2;yes;36842;262;not-interested
19814;female;48;yes;2;no;30290;267;not-interested
19815;female;40;no;2;yes;34167;172;interested
19816;female;32;yes;1;no;28128;61;not-interested
19817;male;26;yes;1;no;21182;161;not-interested
19818;female;26;no;1;yes;40704;260;not-interested
19819;male;39;no;2;yes;29269;240;interested
19820;male;36;yes;2;no;35907;153;not-interested
19821;male;22;yes;1;no;2630;201;not-interested
19822;female;73;yes;2;no;44254;269;not-interested
19823;female;52;no;2;yes;49658;263;not-interested
19824;male;22;yes;1;no;36337;108;not-interested
19825;male;25;yes;1;no;30989;158;not-interested
19826;female;31;yes;1;no;41236;93;not-interested
19827;female;46;no;2;yes;49324;282;interested
19828;female;76;yes;2;no;46687;155;not-interested
19829;male;52;no;2;yes;32698;252;not-interested
19830;female;46;yes;2;no;36220;224;not-interested
19831;male;21;no;1;yes;33282;159;not-interested
19832;female;24;yes;1;no;31504;219;not-interested
19833;female;37;no;2;yes;2630;30;not-interested
19834;male;28;yes;1;no;26039;212;not-interested
19835;male;24;yes;1;no;28405;56;not-interested
19836;female;43;no;2;yes;2630;242;interested
19837;male;21;no;1;yes;25440;286;not-interested
19838;female;44;no;2;yes;35120;77;interested
19839;male;72;no;2;yes;34339;207;not-interested
19840;male;57;no;2;yes;70864;28;not-interested
19841;male;63;yes;2;no;33140;180;not-interested
19842;male;27;no;1;no;40590;136;not-interested
19843;male;22;no;1;yes;29950;87;not-interested
19844;female;48;no;2;yes;44325;143;not-interested
19845;female;24;yes;1;no;38940;29;not-interested
19846;male;56;yes;2;no;44014;44;not-interested
19847;male;23;yes;1;no;25738;68;not-interested
19848;male;59;no;2;yes;37748;110;not-interested
19849;female;47;no;3;yes;2630;220;not-interested
19850;male;24;no;1;yes;42844;59;not-interested
19851;male;20;yes;1;no;35217;118;not-interested
19852;male;55;yes;2;no;36194;246;not-interested
19853;female;36;no;2;yes;43664;193;not-interested
19854;female;42;yes;2;no;34246;214;not-interested
19855;male;25;no;1;no;27894;134;not-interested
19856;male;76;no;2;yes;28443;110;not-interested
19857;female;23;yes;1;no;35168;265;not-interested
19858;female;42;no;2;yes;32000;288;not-interested
19859;female;59;no;2;yes;55211;27;not-interested
19860;male;37;no;2;yes;20936;83;interested
19861;female;39;no;3;yes;2630;94;not-interested
19862;male;63;no;2;yes;40583;149;interested
19863;female;26;yes;1;no;32464;294;not-interested
19864;female;45;no;2;yes;37379;33;not-interested
19865;male;46;no;2;yes;39435;122;not-interested
19866;female;46;no;2;yes;33929;268;not-interested
19867;male;58;no;2;yes;34377;54;not-interested
19868;female;25;yes;1;no;23563;242;not-interested
19869;male;24;no;2;yes;52252;67;not-interested
19870;female;30;no;1;yes;78491;33;not-interested
19871;female;26;yes;1;no;68613;120;not-interested
19872;male;47;yes;2;no;2630;246;not-interested
19873;female;21;no;1;yes;2630;48;not-interested
19874;male;44;no;2;yes;53721;42;not-interested
19875;male;52;no;2;yes;30515;210;not-interested
19876;male;22;no;1;no;19436;199;not-interested
19877;female;29;no;1;no;20617;230;not-interested
19878;female;35;yes;2;no;24569;144;not-interested
19879;male;53;no;3;yes;31859;234;not-interested
19880;female;42;no;2;yes;35323;137;not-interested
19881;male;41;no;2;yes;42419;112;interested
19882;male;39;yes;2;no;71819;286;not-interested
19883;male;80;no;2;yes;39835;38;not-interested
19884;male;46;yes;2;no;26768;167;not-interested
19885;female;24;no;1;no;17026;22;not-interested
19886;male;42;no;2;yes;2630;98;not-interested
19887;female;43;no;2;yes;2630;22;not-interested
19888;male;22;no;1;yes;42139;266;not-interested
19889;female;45;no;2;yes;25208;241;not-interested
19890;female;66;yes;2;no;22594;210;not-interested
19891;female;23;yes;1;no;22584;213;not-interested
19892;female;24;yes;1;yes;29015;290;not-interested
19893;male;28;yes;1;no;2630;205;not-interested
19894;male;27;no;2;yes;27305;43;not-interested
19895;male;51;yes;2;no;26761;243;not-interested
19896;male;22;yes;1;no;63105;79;not-interested
19897;male;21;no;1;yes;52124;111;not-interested
19898;male;34;no;2;no;2630;165;not-interested
19899;female;21;yes;1;no;26012;11;not-interested
19900;female;38;no;2;no;2630;226;not-interested
19901;male;44;no;3;yes;2630;217;interested
19902;male;42;no;2;yes;20936;92;not-interested
19903;female;45;no;2;yes;2630;161;interested
19904;male;51;no;2;yes;30815;19;not-interested
19905;female;22;yes;1;no;27444;236;not-interested
19906;female;25;no;1;yes;21247;265;not-interested
19907;female;24;yes;1;no;26840;196;not-interested
19908;female;70;yes;2;no;47930;133;not-interested
19909;male;63;yes;2;yes;2630;23;not-interested
19910;male;26;no;1;no;2630;181;not-interested
19911;female;28;yes;1;no;33563;206;not-interested
19912;male;68;no;2;yes;34134;161;not-interested
19913;female;43;no;3;yes;33027;266;not-interested
19914;female;54;yes;2;no;31385;183;not-interested
19915;male;59;no;2;no;44611;239;not-interested
19916;male;21;no;1;no;2630;202;not-interested
19917;male;23;yes;1;no;2630;68;not-interested
19918;female;72;no;2;yes;2630;57;not-interested
19919;female;20;yes;1;no;44519;73;not-interested
19920;female;21;no;1;yes;25362;80;not-interested
19921;female;34;no;2;yes;31683;108;not-interested
19922;female;41;yes;2;no;27601;203;not-interested
19923;male;25;yes;1;no;46532;278;not-interested
19924;female;27;yes;1;no;29810;107;not-interested
19925;male;23;yes;1;no;30831;14;not-interested
19926;female;28;yes;1;no;32145;213;not-interested
19927;female;30;no;2;yes;2630;79;not-interested
19928;female;67;no;2;yes;49616;291;not-interested
19929;male;53;yes;2;no;20279;129;not-interested
19930;male;61;no;2;yes;34252;72;not-interested
19931;male;27;yes;1;no;29962;88;not-interested
19932;male;26;yes;1;no;25765;293;not-interested
19933;female;72;yes;2;no;48237;17;not-interested
19934;male;73;no;2;no;32636;121;not-interested
19935;male;27;no;1;yes;29264;98;interested
19936;female;49;no;2;yes;49190;27;not-interested
19937;male;39;yes;2;no;30601;215;not-interested
19938;male;23;no;1;no;19710;95;not-interested
19939;male;69;yes;2;yes;38630;221;not-interested
19940;female;63;yes;2;no;26558;224;not-interested
19941;female;28;no;1;yes;44627;57;interested
19942;male;49;no;2;yes;2630;259;not-interested
19943;male;20;yes;1;no;49229;153;not-interested
19944;male;30;no;1;yes;29632;19;not-interested
19945;female;43;no;2;yes;35720;184;not-interested
19946;male;57;no;3;yes;35109;125;not-interested
19947;male;46;no;3;yes;33768;72;not-interested
19948;male;41;yes;2;no;25084;52;not-interested
19949;male;30;yes;1;no;34883;35;not-interested
19950;male;28;no;1;no;29684;91;not-interested
19951;female;51;no;2;yes;2630;38;interested
19952;male;21;no;1;no;2630;30;not-interested
19953;female;39;yes;2;no;56719;78;not-interested
19954;female;21;yes;1;no;27923;162;not-interested
19955;male;32;no;2;yes;52726;225;interested
19956;male;48;no;2;yes;2630;85;interested
19957;male;22;yes;1;no;35509;192;not-interested
19958;male;52;no;2;yes;57327;245;not-interested
19959;male;24;yes;1;no;34398;168;not-interested
19960;female;41;no;2;yes;36151;36;interested
19961;male;56;yes;2;yes;37245;182;not-interested
19962;male;24;no;1;yes;37956;50;not-interested
19963;male;32;yes;1;no;2630;47;not-interested
19964;female;23;yes;1;no;33725;31;not-interested
19965;male;26;no;1;no;2630;74;not-interested
19966;male;31;yes;2;yes;50285;53;not-interested
19967;male;23;no;1;yes;45055;298;not-interested
19968;male;39;no;2;yes;34893;123;not-interested
19969;female;25;yes;1;no;21880;296;not-interested
19970;female;39;no;2;yes;42688;164;not-interested
19971;male;46;no;2;yes;36691;147;not-interested
19972;male;26;yes;1;no;29083;272;not-interested
19973;female;29;no;2;yes;42547;31;interested
19974;female;49;no;2;yes;26415;145;not-interested
19975;female;27;yes;1;no;29119;123;not-interested
19976;female;48;no;2;yes;41735;53;not-interested
19977;female;42;no;2;yes;37122;228;interested
19978;female;22;no;1;yes;47748;249;not-interested
19979;female;25;no;1;yes;33348;282;not-interested
19980;female;25;no;1;yes;30896;184;not-interested
19981;female;42;yes;2;no;32265;152;not-interested
19982;female;40;yes;2;no;24658;163;not-interested
19983;female;22;yes;1;no;28380;26;not-interested
19984;male;45;no;2;yes;2630;140;not-interested
19985;male;22;no;1;yes;30524;246;not-interested
19986;female;46;no;2;yes;27605;276;not-interested
19987;male;49;no;2;yes;2630;158;not-interested
19988;female;63;yes;2;no;34630;206;not-interested
19989;male;29;no;1;yes;30848;111;not-interested
19990;female;42;yes;2;no;34935;174;not-interested
19991;female;37;no;2;yes;2630;276;not-interested
19992;male;69;no;1;no;2630;183;not-interested
19993;female;21;yes;1;no;34613;193;not-interested
19994;male;27;yes;1;yes;33591;94;not-interested
19995;female;61;yes;2;no;23782;222;not-interested
19996;male;34;no;2;yes;2630;115;not-interested
19997;female;23;no;1;yes;38208;253;not-interested
19998;female;24;yes;1;no;39994;221;not-interested
19999;male;54;no;2;yes;2630;134;interested
