Tom has two girlfriends.	Tom tiene dos novias.
Are you the mayor?	¿Eres tu el alcalde?
I can't tell you anything.	No puedo decirte nada.
Have you ever read any Chinese poems?	¿Has leido alguna vez un poema chino?
I may go out if the rain lets up.	Puede que salga si deja de llover.
That's good.	Eso es bueno.
You can't stop it.	No lo puedes parar.
He wiped his nose on his sleeve.	El se refrego la nariz en su manga.
The plane will land before long.	El avion va a aterrizar dentro de instantes.
My mother gets up early every morning.	Mi mama se levanta temprano cada manana.
Our city is getting bigger and bigger.	Nuestra ciudad se vuelve mas y mas grande.
Tom is quite photogenic.	Tom es bastante fotogenico.
Owls have big eyes.	Los buhos tienen los ojos grandes.
Tom asked Mary about the traffic accident she was involved in when she was five years old.	Tom le pregunto a Mary acerca del accidente de trafico en el que habia estado involucrada cuando tenia cinco anos.
It's about time I was going home.	Es hora de que me vaya a casa.
I wrote a letter in French.	Escribi una carta en frances.
Let me know if I need to make any changes.	Aviseme si necesito hacer algun cambio.
How annoying!	¡Que pesado!
A man can't always be a hero, but he can always be a man.	No siempre se puede ser heroe, pero siempre se puede ser hombre.
Tom wanted to tell Mary something important.	Tom queria decirle a Mary algo importante.
If you don't want to put on sunscreen, that's your problem. Just don't come complaining to me when you get a sunburn.	Si no quieres ponerte protector solar es tu problema, pero no vengas a quejarte conmigo cuando tengas quemaduras de sol.
He reminds me of my grandfather.	Me recuerda a mi abuelo.
Tom should know that.	Tom deberia saber eso.
What do you need to do today?	¿Que necesitas hacer hoy?
The alarm clock is ringing.	La alarma esta sonando.
His hat looked very funny.	Su sombrero se veia muy chistoso.
Make me happy.	Hazme feliz.
I've got cookies.	Tengo galletas.
I'll do something.	Hare algo.
You can wear anything you want.	Te puedes poner lo que tu quieras.
You're sick. You have to rest.	Estas enfermo. Debes descansar.
I assumed you were Canadian.	Me pense que eras canadiense.
She is Canadian.	Es canadiense.
Tom often wears a black hat.	Tom lleva con frecuencia un sombrero negro.
How could I help you?	¿Como podria ayudarte?
Do you have a French dictionary?	¿Tenes un diccionario de frances?
The pool is full.	La piscina esta llena.
Nothing is wrong with you.	No hay nada mal en ti.
Mary doesn't use salt in her cooking.	Mary cocina sin sal.
Have the police been called?	¿Se ha llamado a la policia?
Tom explained the circumstances to Mary.	Tom le explico las circunstancias a Mary.
Being lucky, he was in time for the train.	Con suerte, el llego a tiempo para tomar el tren.
What season do you like the best?	¿Cual es tu estacion favorita?
Do you have the time?	¿Me puede decir la hora?
Tom came a little after noon.	Tom vino poco despues del mediodia.
I will not be afraid.	No tendre miedo.
An innocent man was arrested by mistake.	Se ha detenido a un hombre inocente por error.
His income is too small to support his family.	Sus ingresos son muy pequenos para sostener a su familia.
It never happens to me.	Nunca me pasa a mi.
My trousers are wet.	Mis pantalones estan humedos.
Let me out!	¡Dejadme salir!
Tom and Mary looked at each other and stood up.	Tom y Maria se miraron el uno al otro y se pararon.
I saw him come this way.	Le vi venir en esta direccion.
Tom is the youngest child in his family.	Tom es el nino menor en su familia.
I don't want to live this way.	No quiero vivir de esta manera.
Gestures are very important in human communication.	Los gestos son muy importantes en la comunicacion humana.
Are you a Japanese student?	¿Es un estudiante japones?
I miss my family and my country.	Echo de menos a mi familia y a mi patria.
Tom decided to make a deal with Mary.	Tom decidio hacer un trato con Mary.
Tom has stopped talking to Mary.	Tom ha dejado de hablar a Mary.
Tom lit the fire.	Tom prendio el fuego.
I used to try really hard to get straight As.	Solia hacer muchos esfuerzos para conseguir todo sobresalientes.
Let's start with something simple.	Empecemos con algo simple.
I'm running out of ideas.	Me estoy quedando sin ideas.
Pork has a lot of fat.	La carne de cerdo contiene mucha grasa.
I need to ask you a favor.	Tengo que pedirte un favor.
This is my life.	Esta es mi vida.
We'll talk with Tom on Monday.	Hablaremos con Tom el lunes.
I cooked supper last night.	He preparado la cena ayer.
Can I take a picture of you?	¿Te puedo tomar una foto?
What is your favorite bird?	¿Cual es tu pajaro favorito?
Tom was naive.	Tomas era ingenuo.
Don't stop.	No pares.
Please give me something to eat.	Por favor, dadme algo de comer.
Even though Tom still had tears in his eyes, he began to smile.	A pesar de que Tom aun tenia lagrimas en los ojos, se puso a sonreir.
You're very skeptical.	Eres muy esceptico.
Tom didn't want to talk with Mary.	Tom no quiso hablar con Mary.
Give me a minute, OK?	Dame un minuto, ¿vale?
Get out of my bed.	Fuera de mi cama.
Try it.	Pruebalo.
Which bed do you want to use?	¿Que cama quieres usar?
I'm sure I'll win the tennis match.	Estoy seguro de que voy a ganar el partido de tenis.
His opinion is different from mine.	Su opinion es diferente de la mia.
I put my suitcase in the trunk.	Puse mi maleta en el maletero.
It is snowing.	Esta nevando.
The crew abandoned the ship.	La tripulacion abandono el barco.
Tomorrow's weather should be sunny with occasional rain.	El tiempo manana sera soleado, con lluvia ocasional.
You can come together.	Ustedes pueden venir juntos.
Tom hates to get his feet wet.	Tom odia que se le mojen los pies.
I wonder what the next question will be.	Me pregunto cual sera la siguiente pregunta.
Suddenly, the clouds darkened the sky.	De repente las nubes oscurecieron el cielo.
Get me a doctor.	Consigueme un doctor.
I remember your father.	Me acuerdo de tu padre.
I need to speak to Tom personally.	Necesito hablar con Tom en persona.
I think there's no point in trying to convince him.	Yo pienso que no sirve de nada intentar convencerle.
I haven't been getting much sleep.	No estoy durmiendo mucho.
Tom's in there.	Tom esta alli.
She couldn't have expected that he would come home when everything was over.	Ella no esperaba que el iba a volver a casa cuando todo hubiese terminado.
I'd like to treat you to lunch to thank you for all your help.	Me gustaria invitarte a almorzar en agradecimiento por toda tu ayuda.
We sell orange juice.	Vendemos zumo de naranja.
Which film did you see?	¿Que pelicula viste?
Who do you stay with?	¿Con quien te quedaras?
What's the meaning of that?	¿Que significa esto?
Tom asked Mary why she was buying so much food.	Tom le pregunto a Mary por que compraba tanta comida.
I've been asked to help you.	Me han pedido que te ayude.
You are the only one who can protect them.	Eres la unica que puede protegerlos.
Tom can't remember exactly where he parked his car.	Tom no puede recordar donde estaciono su auto exactamente.
Tom hates it when it's snowing.	Tom odia que nieve.
When did you go to Rome?	¿Cuando fuiste a Roma?
Tom hardly ever loses at chess.	Tom casi nunca pierde en el ajedrez.
She is an appalling cook.	Ella es una cocinera pesima.
Please fill this water bottle.	Por favor, llena esta botella de agua.
Will you light the fire?	¿Quiere encender el fuego?
I play squash.	Yo juego squash.
How much have your lives changed?	¿Cuanto han cambiado vuestras vidas?
I hope Tom's right.	Espero que Tom tenga razon.
Everest is the highest mountain in the world.	El Everest es la montana mas alta del mundo.
I can easily convince you of his innocence.	Puedo convencerte facilmente de su inocencia.
Tom is very possessive, isn't he?	Tom es muy posesivo, ¿no?
What do you want to eat this weekend?	¿Que quieren comer este fin de semana?
The boy lost his ear in a street fight.	El muchacho perdio la oreja durante una pelea callejera.
I've been told that I'm a good kisser.	Me han dicho que soy bueno besando.
He took me by the arm and looked me in the eye.	El me cogio del brazo y me miro a los ojos.
Are there a lot of Moroccans in Germany?	¿Hay muchos marroquies en Alemania?
I want the fan.	Quiero el ventilador.
That was our plan.	Este era nuestro plan.
She is not young.	Ella no es joven.
You ought to have seen the exhibition.	Deberias haber visto la exposicion.
They're green.	Son verdes.
The dog knew its master.	El perro conocia a su amo.
I thought Tom would be grateful.	Pense que Tom estaria agradecido.
The voice reminded me of my mother.	La voz me recordaba a mi madre.
Tom turned on the car radio.	Tom encendio la radio del auto.
Nice shot!	¡Buen tiro!
Eleven is a prime number.	El once es un numero primo.
How do you feel today?	¿Como se siente hoy?
I thought Tom and Mary had a relationship.	Pense que Tom y Mary tenian una relacion.
It's a beautiful picture.	Es una bonita foto.
He was so sad that he almost went mad.	El estaba tan triste que casi se volvio loco.
We can do it.	Podemos hacerlo.
Tom led us into a trap.	Tom nos condujo a una trampa.
It's raining cats and dogs.	Esta lloviendo a cantaros.
Would you mind coming earlier next time?	¿Le importaria venir mas temprano para la proxima?
He's been staying at that hotel for the past five days.	Lleva en ese hotel los ultimos cinco dias.
Tom is an outstanding actor.	Tom es un actor excepcional.
You must pay attention to him.	Tienes que prestarle atencion.
Tom is in terrible physical condition.	Tom esta en pesima condicion fisica.
We saw a terrible movie last night.	Anoche vimos una pelicula horrenda.
Rainy days make me depressed.	Los dias de lluvia me deprimen.
Do you think Tom will like it?	¿Crees que le gustara a Tom?
How many classes do you have on Monday?	¿Cuantas clases teneis el lunes?
I'd better wake Tom up.	Sera mejor que despierte a Tom.
Come down here.	Baja aqui.
I thought about the meaning of his painting.	Pense acerca del significado de su pintura.
My book is here.	Mi libro esta aqui.
Those peasants badly need land to grow rice.	Esos campesinos urgentemente necesitan tierra para cultivar arroz.
Why don't you leave town?	¿Por que no te vas de la ciudad?
She filled the vase with water.	Lleno el vaso de agua.
I don't always understand everything you're saying.	No siempre entiendo todo lo que usted dice.
She whispered to me that she was hungry.	Ella me susurro que tenia hambre.
They were sitting on the sofa in our living room.	Ellos estaban sentados en el sofa de nuestro salon.
His fake moustache started to peel off on one side.	Sus bigotes postizos empezaron a despegarse de un lado.
He didn't like her at first.	A el no le gustaba ella al principio.
Babies cry when they are hungry.	Los bebes lloran cuando tienen hambre.
Tom glared at Mary.	Tom miraba a Mary con desagrado.
He is one of my neighbours.	El es uno de mis vecinos.
Tom is a good neighbor.	Tom es un buen vecino.
A lot of these are mine.	Un monton de estos son mios.
There is no turning back now.	Ya no hay vuelta de hoja.
It's very early.	Es muy temprano.
You won't believe this!	¡No creeras esto!
Please turn off the light before you go to bed.	Apaga la luz antes de acostarte, por favor.
He didn't say a word.	No chisto.
Where are you going now?	¿Hacia donde vas ahora?
I don't trust you either.	Yo tampoco confio en vos.
The loss amounts to a million dollars.	El deficit se eleva a un millon de dolares.
Things look good.	Todo parece ir bien.
I repeated what he said word for word.	Yo repeti lo que el dijo palabra por palabra.
The restaurant is next door to the theater.	El restaurante esta al lado del teatro.
I want to talk to the doctor.	Quiero hablar con el doctor.
I don't think he's faking.	No cree que este fingiendo.
Tom doesn't like any kind of spicy food.	A Tom no le gusta ninguna comida picante.
Promise me you won't tell Mom.	Prometeme que no se lo diras a mama.
Even intelligent people are sometimes absent-minded.	Hasta las personas inteligentes son distraidas a veces.
We found a secret passage into the building.	Encontramos un pasaje secreto en el edificio.
