Tom has two girlfriends.	Tom tiene dos novias.
Do you know any French?	¿Sabes algo de frances?
You ought to be more careful.	Deberias tener mas cuidado.
Tom had to admit that Mary was right.	Tom tuvo que admitir que Mary tenia razon.
Your questions were too direct.	Tus preguntas fueron muy directas.
He was cheating.	Estaba haciendo trampa.
We're moving.	Nos estamos mudando.
I was hungry and thirsty.	Estaba hambriento y sediento.
A few students were left behind.	Algunos estudiantes se quedaron atras.
I have to go to work.	Debo ir a trabajar.
Tom advised Mary not to go there alone.	Tomas le recomendo a Maria que no vaya ahi sola.
They say love is blind.	Se dice que el amor es ciego.
Tom respected Mary.	Tom respeto a Mary.
The plane crash took 200 lives.	El accidente de avion se cobro la vida de 200 personas.
That dog is too dangerous to be left loose.	Ese perro es demasiado peligroso para dejarlo suelto.
It seems that no one knew the truth.	Parece que nadie sabia la verdad.
We don't let people like you in here.	No permitimos a gente como tu aqui.
I just need to talk to you.	Solo necesito hablar contigo.
I bought this book at Kakuzen's.	Compre este libro donde Kakuzen.
Shut all the doors and windows.	Cerrad todas las puertas y ventanas.
They made a big racket last night.	Anoche armaron mucho jaleo.
Tom is looking at me funny.	Tom me esta mirando de una manera rara.
Tom isn't babbling, is he?	Tom no esta chismoseando, ¿verdad?
You should obey your parents.	Debes obedecer a tus padres.
He will be in London at this time tomorrow.	Manana a esta hora el va a estar en Londres.
Tom denied knowing anything about it.	Tom nego haber sabido nada al respecto.
There are almost seven billion people in the world.	Hay casi siete mil millones de personas en el mundo.
That would not be a lie.	Eso no seria mentira.
Ask the waitress for the menu.	Pidale el menu a la camarera.
Tom asked Mary a lot of questions.	Tom le hizo muchas preguntas a Mary.
I believe in friendship.	Creo en la amistad.
Could you please clear the table?	¿Podrias despejar la mesa, por favor?
She seems OK now.	Ahora parece estar bien.
People tend to raise their voices when they get excited.	La gente tiende a hablar fuerte cuando estan emocionados.
They must be happy.	Ellas deben ser felices.
Leave my things alone.	Deja mis cosas.
I'm not going to help you if you don't want me to.	No voy a ayudarte si no quieres.
I caught sight of an old friend of mine in the crowd.	Vi a un viejo amigo mio entre la multitud.
This doesn't seem to make sense.	Esto no parece tener sentido.
Ghosts exist.	Los fantasmas existen.
I worked in this company for three decades.	Trabaje en esa empresa durante tres decadas.
The bird is dead.	El pajaro esta muerto.
He carried out his plan.	Llevo a cabo su propio plan.
I must get it fixed.	Tengo que arreglarlo.
Generally speaking, men are stronger than women.	Generalmente los hombres son mas fuertes que las mujeres.
Japan depends on foreign trade.	Japon depende del comercio exterior.
Both Tom and Mary were born in Boston.	Tanto Tom como Mary nacieron en Boston.
Maybe I left it on the table.	Tal vez lo deje sobre la mesa.
She was educated in the United States.	Ella se educo en los Estados Unidos.
Skyscrapers are beautiful structures.	Los rascacielos son estructuras hermosas.
I remember the day Tom broke his leg.	Me acuerdo del dia en que Tomas se quebro la pierna.
I'm sure Tom will be able to win.	Estoy seguro de que Tom podra ganar.
Everyone knows you're rich.	Todos saben que eres rico.
That shouldn't be a problem in this case.	Eso no deberia ser un problema en este caso.
She likes oranges.	Le gustan las naranjas.
I take a bath every morning in the summer.	Los veranos me bano todas las mananas.
Tom likes the idea.	A Tomas le gusta la idea.
Please give me a little more chocolate.	Por favor dame un poco mas de chocolate.
He came and had dinner with us.	El vino y ceno con nosotros.
He married a dark-haired Italian girl.	El se caso con una italiana morena.
This is for my friend.	Esto es para mi amiga.
I thought Tom would leave with Mary.	Pense que Tom se iria con Maria.
He drives a tow truck.	El maneja una grua.
I clean my room almost every day.	Limpio mi cuarto casi todos los dias.
I can't tell you when Tom will get here.	No te puedo decir cuando llegara aqui Tom.
We will take a quick break.	Tomaremos un breve descanso.
We have our dinner between seven and seven-thirty.	Tuvimos nuestra cena entre las siete y siete con treinta
We haven't talked about that yet.	Todavia no hemos hablado de eso.
It is a step in the right direction.	Es un paso en la direccion correcta.
He retired at the age of 65.	Se retiro a los sesenta y cinco anos.
This is the book I told you about.	Este es el libro del que te hable.
I don't think it's anybody's fault.	Creo que no fue culpa de nadie.
Only Tom knows.	Solo Tom sabe.
Thank you very much for your generous donation.	Gracias por su generosa donacion.
I think that you're right.	Creo que tienes razon.
Tom won the triathlon.	Tom gano el triatlon.
No one knows what happened.	Nadie sabe que sucedio.
I knew Tom was married.	Sabia que Tom estaba casado.
We helped Tom.	Ayudamos a Tom.
He couldn't speak because the audience was too noisy.	No pudo hablar porque la audiencia era demasiado ruidosa.
I have already written a letter.	Ya he escrito una carta.
I want to make sure you are who you say you are.	Quiero asegurarme de que sea usted quien dice ser.
My wife will be glad to see you, too.	Mi esposa tambien estara feliz de verle.
Although it was raining, I had to go out.	A pesar de que llovia, debia ir afuera.
You should not trust him.	No deberias confiar en el.
I'd like someone to ask Tom that.	Quisiera que alguien le preguntara a Tom sobre eso.
We were drunk.	Estabamos borrachos.
He wrote a lot of stories.	El ha escrito muchas historias.
Tom is not dumb.	Tom no es tonto.
A lot of people are dealing with hay fever now.	Ahora mucha gente esta sufriendo alergias al polen.
I'd like to know what you talked about.	Quisiera saber de que hablaron.
I didn't do what you've accused me of doing.	Yo no hice lo que me acusas de haber hecho.
Did that really cost you three hundred dollars?	¿De verdad te ha costado 300 dolares?
I was restless.	Yo era inquieto.
I work at this company.	Yo trabajo en esta empresa.
I'm feeling fine, thanks.	Me siento bien, gracias.
I have no choice but to take the red-eye back to New York.	No me queda mas remedio que coger el vuelo nocturno de regreso a Nueva York.
I want to see your expression.	Quiero ver tu expresion.
Are you bored?	¿Te estas aburriendo?
My sister started crying.	Mi hermana empezo a llorar.
I'm probably the one who'll have to do that.	Probablemente sere yo el que tendra que hacer eso.
Let's go downtown.	Vamos al centro.
Tom doesn't think Mary would be willing to lend him her guitar.	Tom no cree que Mary este dispuesta a prestarle su guitarra.
Tom is Mary's former husband.	Tom es el ex-esposo de Mary.
Can you stand up?	¿Os podeis levantar?
I like my steak rare.	Me gusta mi bistec poco cocido.
You are bound to regret it in future if you are so lazy now.	Si eres tan perezoso ahora tu destino sera lamentarlo en el futuro.
My father hasn't gone abroad even once.	Mi padre no ha salido al extranjero ni siquiera una vez.
The train has not arrived yet.	El tren todavia no ha llegado.
Tom doesn't believe in life after death.	Tom no cree en la vida despues de la muerte.
I must speak to Tom.	Debo hablar con Tom.
I won't betray Tom.	No traicionare a Tom.
Tom is going to be punished for what he did.	Tom sera castigado por lo que hizo.
The people for the experiment were chosen at random.	Los sujetos para el experimento fueron muestreados aleatoriamente.
You can use my desk if you want to.	Puedes usar mi escritorio, si quieres.
You should give up smoking.	Deberias dejar el tabaco.
I could not help laughing when I saw him.	No pude evitar reirme cuando le vi.
My uncle is very fond of fishing.	A mi abuelo le encanta pescar.
How many students are there in your university?	¿Cuantos estudiantes hay en tu universidad?
The doctor pulled the paper from his pocket.	El doctor saco el papel de su bolsillo.
I arrived at Narita Airport this morning.	Llegue al aeropuerto de Narita esta manana.
The noise awoke me from my sleep.	El ruido me desperto.
Do you drink?	¿Bebe usted?
Learning calligraphy is fun.	Aprender caligrafia es divertido.
We enjoyed playing tennis.	Nos divertimos jugando tenis.
I can swim across the river.	Puedo cruzar el rio a nado.
I closed the door, but I didn't lock it.	Cerre la puerta, pero no eche el cerrojo.
Do you want to get married?	¿Quieres casarte?
You know what you have to do.	Sabes lo que tienes que hacer.
Doctors removed the bullet.	Los doctores extrajeron la bala.
She saw me enter the store.	Ella me vio entrar a la tienda.
This video is boring.	Este video es aburrido.
When his business failed, he was left penniless.	Al fracasar el negocio se quedo en la calle.
I didn't want to hurt your feelings, and I regret that I did.	Lo lamento, no quise herir tus sentimientos.
Give me a ring if you find out anything.	Dadme un anillo si descubris algo.
They were too tired to climb a mountain.	Ellos estaban muy cansados para escalar la montana.
It's best for Tom not to be left alone in that frame of mind.	Lo mejor para Tom es no dejarlo solo en ese estado de animo.
Tom knew that Mary was rich.	Tom sabia que Mary era rica.
Tom's name is on the envelope.	El nombre de Tom sale en el sobre.
I'll need at least three days to translate that thesis.	Necesitare al menos tres dias para traducir esa tesis.
Large fries, please.	Papas grandes por favor.
I want to send Tom a letter.	Quiero mandarle una carta a Tom.
She dreamed that she was a princess.	Ella sono que era una princesa.
Monday was so hectic.	El lunes fue tan ajetreado.
I can't drink milk.	No puedo beber leche.
Does she like oranges?	¿Le gustan las naranjas?
Our team can win.	Nuestro equipo puede ganar.
Get lost!	¡Largate!
Tom isn't babbling, is he?	Tom no esta cotorreando, ¿verdad?
In case I am late, you don't have to wait for me.	Si me retrasara, no me esperes.
They entered cautiously.	Entraron cautelosamente.
I want to bring up my son as my father did me.	Quiero criar a mi hijo como mi padre me crio a mi.
He's friendly with all his classmates.	El se lleva bien con todos sus companeros.
My brother is very good at playing the guitar.	Mi hermano es muy bueno tocando la guitarra.
The doctor advised him not to smoke.	El doctor le aconsejo no fumar.
I have a feeling you'll be a very good lawyer.	Tengo el sentimiento de que seras un muy buen abogado.
I don't know when Tom will come.	No se cuando vendra Tom.
Tom wasn't convinced.	Tom no estaba convencido.
I told Tom to stay still.	Le dije a Tom que se estuviera quieto.
I like to wear clogs.	Me gusta llevar zuecos.
I won't tolerate your mistakes again.	No voy a tolerar mas sus errores.
He left for New York a week ago.	El partio hacia Nueva York hace una semana.
Tom groaned.	Tom gimio.
Does she work hard?	¿Ella trabaja duro?
I would like to learn how to dance.	Me gustaria aprender a bailar.
The restaurant was fairly empty, so I could read in peace while I ate.	El restaurante estaba bien vacio, asi que pude leer en paz mientras comia.
Tom made a stupid decision.	Tom tomo una decision estupida.
Tom tried to reach Mary.	Tom trato de alcanzar a Mary.
Tom and Mary hugged each other.	Tom y Mary se abrazaron.
I slept the rest of the day.	Dormi el resto del dia.
What's mine's yours.	Lo que es mio es tuyo.
To lose weight, you must cut back on sweets.	Para perder peso tenes que comer menos dulces.
