Tom has two girlfriends.	Tom tiene dos novias.
Do you realize the danger you're in?	¿Eres consciente del peligro en el que te hallas?
That's really not necessary.	Eso no es realmente necesario.
Tom spoke to Mary in private about the matter.	Tom hablo en privado con Mary acerca del tema.
He kept on telling lies.	El siguio mintiendo.
Tom turned off the radio.	Tom apago la radio.
His speech went on for such a long time that some people began to fall asleep.	Su discurso duro tanto que algunas personas empezaron a quedarse dormidas.
We were unsure what kind of person Tom would be and whether he would like living in the same house as us.	No estabamos seguros de que clase de persona seria Tom ni si le gustaria vivir en la misma casa que nosotros.
This factory manufactures automobile parts.	Esta fabrica produce piezas de automovil.
I've changed it.	La cambie.
She is too young to understand that her father died.	Ella es demasiado chiquita para comprender que su padre murio.
Did you meet her?	¿Te encontraste con ella?
History is like a waltz, eternally following the three steps of war, peace and revolution.	La historia es como un vals, que sigue eternamente los tres pasos de guerra, paz y revolucion.
A clear conscience is the sure sign of a bad memory.	Una consciencia limpia es una senal clara de una mala memoria.
I must help these people.	Debo ayudar a estas personas.
That's not interesting.	Eso no es interesante.
I can't open the door.	No logro abrir la puerta.
Can I rely on you?	¿Puedo confiar en ti?
He would like to know whether you play chess.	El quisiera saber si jugas al ajedrez.
Everybody loves music.	A todo el mundo le gusta la musica.
Tom deserves a promotion.	Tom merece un ascenso.
He shamed his whole family by his conduct.	Avergonzo a toda su familia con su conducta.
Tell her that I am taking a shower.	Dile que me estoy dando una ducha.
Tom was tortured and murdered.	Torturaron y asesinaron a Tom.
Bring the book to me, not to Tom.	Traeme el libro, no se lo lleves a Tom.
I'd like to rent your most inexpensive car for a week.	Quisiera alquilar el coche mas barato que tenga por una semana.
I ate with my baby brother.	Comi con mi hermanito.
He is watching TV.	El esta viendo la tele.
We often hear you sing.	A menudo te oimos cantar.
Mary is on the swim team.	Maria esta en el equipo de natacion.
The bus has just left.	El bus acaba de partir.
He forgot to come to see me yesterday.	Ayer se le olvido venir a verme.
He makes a bad impression.	Da una mala impresion.
I asked him for his phone number.	Le pedi su numero de telefono.
He entered his room.	El entro en su habitacion.
That bicycle is too small for you.	Esa bicicleta es demasiado chica para ti.
Can you help me move the table?	¿Me ayudas a mover la mesa?
Please explain it.	Explicamelo.
Everyone is eligible regardless of nationality.	Todo el mundo es elegible independientemente de la nacionalidad.
We found it in the house.	Lo encontramos en la casa.
Smiling is a cheap way to be prettier.	Sonreir es una forma barata de ser mas guapa.
Business is improving.	El negocio esta en alza.
I feel cold this morning.	Esta manana tengo frio.
We're starting to question what we thought we knew.	Nos estamos empezando a cuestionar lo que creiamos saber.
I thought it would be an opportunity for you to improve your French.	Pense que seria una buena oportunidad para que mejoraras tu frances.
I've just finished packing.	Acabo de terminar de empacar.
Tom tried to help.	Tom intento ayudar.
We haven't been invited yet.	No nos han invitado todavia.
Tom is still hiding.	Tom todavia esta escondido.
He was scared you would shoot him.	El tenia miedo de que le dispararas.
He ordered me to sweep the room.	Me ordeno que barriera la habitacion.
What kind of sandwich do you want?	¿Que tipo de emparedado quieres?
He contracted that illness many years ago.	Contrajo esa enfermedad hace muchos anos.
I'll lend it to you.	Yo te lo presto.
I'm glad you're all here.	Me alegro de que esteis todos aqui.
What do you want to do in the afternoon?	¿Que quieres hacer en la tarde?
I want to eat pizza tonight.	Quiero comer pizza esta noche.
Everyone knows that Bell invented the telephone.	Todos saben que Bell invento el telefono.
I think you owe me some money.	Creo que me debes algo de dinero.
Tom heard Mary yelling at John.	Tom oyo a Mary gritandole a John.
Don't you want to give me a hug?	¿No queres darme un abrazo?
All the members of our club, excluding me, are men.	Todos los miembros del club, excepto yo, son hombres.
I would like a tourist visa.	Quisiera una visa de turista.
Do you think in French?	¿Pensas en frances?
I wanted to go to Paris.	Queria ir a Paris.
I think that's wrong.	Creo que eso es incorrecto.
He keeps on asking me for money.	El sigue pidiendome dinero.
We're all dying.	Nos estamos muriendo todos.
They spoke quietly so as not to wake the baby.	Ellos hablan en voz baja para no despertar al bebe.
We're here to play golf.	Estamos aqui para jugar al golf.
I think we need a doctor.	Creo que necesitamos un medico.
You should avoid Tom today if at all possible. He's very mad at you.	Si es posible hoy deberias evitar a Tom. Esta muy enfadado contigo.
The squeaking of the door gets on my nerves.	El chillido de la puerta me exaspera.
I can't guarantee that that's going to happen.	No puedo asegurar que vaya a ocurrir.
He has helped the poor throughout his life.	Toda su vida ha ayudado a los pobres.
You broke your leg.	Te rompiste una pierna.
I got a good grade in English.	Tuve una buena nota en ingles.
The car exploded a few moments after the collision.	El auto exploto pocos instantes despues del impacto.
This can't be a coincidence.	Esto no puede ser coincidencia.
She likes blue dresses.	A ella le gustan los vestidos azules.
I thought my parents would be proud of me.	Pense que mis padres estarian orgullosos de mi.
A group of children were playing.	Un grupo de ninos estaban jugando.
Let's study French.	Estudiemos frances.
It's OK with me if you take that book.	No me molestaria si te llevaras ese libro.
The rain lasted through the night.	La lluvia duro toda la noche.
Don't remind me.	No me lo recuerdes.
The kids are picking flowers in the garden.	Los ninos estan recogiendo flores en el jardin.
Excuse me, may I come in?	Disculpe, ¿puedo entrar?
Take care!	¡Te cuidas!
Telling me was the right thing to do.	Decirme era lo correcto.
She asked me to help her with the work.	Ella me pidio que la ayudara con el trabajo.
Please do not smoke here.	Por favor, no fumes aqui.
You go to school, right?	Tu vas a la escuela, ¿сierto?
The cup is nice.	La taza es preciosa.
Open your mouth.	¡Abra la boca!
I've been very busy lately.	He estado muy ocupado ultimamente.
My daughter is to get married in June.	Mi hija tiene previsto casarse en junio.
It can happen to anyone.	Le puede pasar a cualquiera.
He gave me food and money as well.	El me dio comida, y dinero tambien.
They live on the floor above.	Ellos viven en la planta de abajo.
Tom didn't think he needed a bodyguard.	Tom no pensaba que necesitara un guardaespaldas.
Tom sleeps all the time.	Tomas duerme todo el tiempo.
Just fill this out.	Rellenalo.
Somebody saw you.	Alguien te vio.
We see each other at the supermarket now and then.	Nosotros nos vemos el uno al otro en el supermercado de vez en cuando.
We'll discuss it later.	Lo discutiremos mas tarde.
Turn on the radio, please.	Enciende la radio por favor.
Tom can help.	Tom puede ayudar.
I should've talked to Tom first.	Debi haberle hablado a Tom primero.
Tom is watering his garden.	Tom esta regando el jardin.
I don't see much choice.	No veo mucha variedad.
Put your hands on your head.	¡Manos sobre la cabeza!
Have you been told about the problem?	¿Ya te han contado sobre el problema?
I usually go to sleep very early.	Yo normalmente me acuesto con las gallinas.
This is never going to end.	Esto no acabara nunca.
Catch him.	Atrapenlo.
We have a lot of catching up to do.	Tenemos que ponernos al dia en muchas cosas.
Tom had to keep his relationship with Mary a secret.	Tom tuvo que mantener su relacion con Mary en secreto.
Tom pleaded guilty to drunken driving and his driver's license was suspended for six months.	Tom se declaro culpable de conducir ebrio y le retiraron el carne de conducir durante seis meses.
I reserved my hotel room three weeks in advance.	Reserve mi habitacion en el hotel con tres semanas de antelacion.
Is Tom drunk?	¿Tom esta borracho?
He was too short to get at the grapes.	El era demasiado bajo para alcanzar las uvas.
All is still.	Todo esta en calma.
Which one do you want, this one or that one?	¿Cual quieres, este o aquel?
He speaks English well.	Habla bien ingles.
I prefer spending time indoors.	Yo prefiero pasar tiempo dentro de casa.
Many unfair things happened.	Pasaron muchas cosas injustas.
The band upped the number of shows in their tour.	La banda subio el numero de shows en su gira.
A tsunami is coming, so please be on the alert.	Un tsunami se aproxima, estad alerta por favor.
Mary promised her mother that she would help her more often.	Mary le prometio a su madre que la ayudaria mas a menudo.
Let's go to bed.	Vamonos a la cama.
Tom has fewer friends than I do.	Tom tiene menos amigos que yo.
I just found out Tom is dead.	Me acabo de enterar de que Tom esta muerto.
Tom could never do what you are asking him to do.	Tom jamas podria hacer lo que le estas pidiendo que haga.
One of the greatest secrets of happiness is moderating your wishes and loving what you already have.	Uno de los grandes secretos de la felicidad es moderar los deseos y amar lo que ya se posee.
I hate raccoons.	Odio los mapaches.
I can't tell you why Tom is late.	No puedo decirte por que Tom viene atrasado.
I have a lot to do today.	Yo tengo mucho que hacer hoy.
He looks old for his age.	El luce viejo para su edad.
He has a superiority complex.	El tiene complejo de superioridad.
We came to apologize.	Veniamos a pedir perdon.
After the storm, it was calm.	Despues de la tormenta llego la calma.
Can you tie a bow?	¿Puede usted hacer un lazo?
You look familiar.	Me pareces familiar.
We still have a lot of food left.	Todavia nos queda mucha comida.
This CD belongs to my son.	Este CD es de mi hijo.
I would rather starve than steal.	Prefiero pasar hambre a robar.
You are good.	Eres bueno.
A correspondent must soon adjust himself to life abroad.	Un corresponsal debe adaptarse pronto a vivir en el extranjero.
You look worn out.	Te ves extenuado.
The battery has to be charged.	Hay que cargar la bateria.
He's not lazy. On the contrary, I think he's a hard worker.	El no es vago, al contrario, pienso que trabaja duro.
Have some.	Tome alguno.
We want to speak with Tom.	Queremos hablar con Tom.
If you want quality, pay for it.	Si quieres calidad, paga por ella.
The shortage of engineers is the greatest bottleneck to the development of our company.	La escasez de ingenieros es el mayor cuello de botella para el desarrollo de nuestra compania.
He witnessed the murder.	El fue testigo del asesinato.
Tom got used to working with Mary.	Tom se acostumbro a trabajar con Mary.
I bought this printer yesterday.	Ayer compre esta impresora.
She drives a BMW.	Ella conduce un BMW.
He explained to me that he had no money.	El me explico que no tenia dinero.
I have no friend to talk with.	No tengo ningun amigo con quien hablar.
This is not a drill.	Esto no es un taladro.
The liveliness of the gathering surprised me.	El animo de la reunion me sorprendio.
The movie was awful.	La pelicula fue horrorosa.
Can I talk to Tom?	¿Puedo hablar con Tom?
I gave Tom all my money.	Le di a Tom todo mi dinero.
Tom was in a meeting all day.	Tom estuvo todo el dia reunido.
Tom doesn't like talking to strangers.	A Tom no le gusta hablar con extranos.
Tom spread some strawberry jam on a slice of bread.	Tom unto un poco de mermelada de fresa sobre una rebanada de pan.
The storm blew down a tree.	La tormenta tumbo un arbol.
